,H_Attacks,H_Ball Possession,H_Blocked Shots,H_Completed Passes,H_Corner Kicks,H_Dangerous Attacks,H_Fouls,H_Free Kicks,H_Goal Attempts,H_Goalkeeper Saves,H_Goals,H_Offsides,H_Red Cards,H_Shots off Goal,H_Shots on Goal,H_Tackles,H_Teamnames,H_Total Passes,H_Yellow Cards,H_datetime,H_gameinfo,A_Attacks,A_Ball Possession,A_Blocked Shots,A_Completed Passes,A_Corner Kicks,A_Dangerous Attacks,A_Fouls,A_Free Kicks,A_Goal Attempts,A_Goalkeeper Saves,A_Goals,A_Offsides,A_Red Cards,A_Shots off Goal,A_Shots on Goal,A_Tackles,A_Teamnames,A_Total Passes,A_Yellow Cards,A_datetime,A_gameinfo
222,,40.0,0,,3,,5,9,1,4,0,2,,1,0,,Osasuna,,1,13.03.2017 20:45,LaLiga - Round 27,,60.0,2,,4,,6,7,10,0,0,2,,4,4,,Eibar,,0,13.03.2017 20:45,LaLiga - Round 27
223,,46.0,1,,3,,10,9,9,3,1,0,,2,6,,Osasuna,,3,13.03.2017 20:45,LaLiga - Round 27,,54.0,1,,2,,8,9,6,5,1,3,,1,4,,Eibar,,4,13.03.2017 20:45,LaLiga - Round 27
224,,73.0,1,,4,,3,9,10,1,1,3,,6,3,,Real Madrid,,0,12.03.2017 20:45,LaLiga - Round 27,,27.0,0,,0,,13,4,3,2,1,1,,1,2,,Betis,,1,12.03.2017 20:45,LaLiga - Round 27
225,,65.0,0,,4,,5,6,4,2,1,4,0,3,1,,Real Madrid,,1,12.03.2017 20:45,LaLiga - Round 27,,35.0,1,,4,,8,7,6,0,0,1,1,3,2,,Betis,,1,12.03.2017 20:45,LaLiga - Round 27
226,,55.0,1,,1,,4,4,5,3,0,1,,3,1,,Celta Vigo,,1,12.03.2017 18:30,LaLiga - Round 27,,45.0,0,,0,,4,6,5,1,1,0,,1,4,,Villarreal,,1,12.03.2017 18:30,LaLiga - Round 27
227,,66.0,5,,2,,4,6,7,0,0,0,,2,0,,Celta Vigo,,3,12.03.2017 18:30,LaLiga - Round 27,,34.0,2,,3,,7,4,3,0,0,0,,1,0,,Villarreal,,4,12.03.2017 18:30,LaLiga - Round 27
228,,29.0,1,,1,,5,7,4,1,1,4,,0,3,,Dep. La Coruna,,2,12.03.2017 16:15,LaLiga - Round 27,,71.0,3,,2,,5,9,6,2,0,2,,2,1,,Barcelona,,0,12.03.2017 16:15,LaLiga - Round 27
229,,29.0,2,,3,,2,5,10,3,1,0,,2,6,,Dep. La Coruna,,,12.03.2017 16:15,LaLiga - Round 27,,71.0,3,,6,,3,2,10,5,1,2,,3,4,,Barcelona,,,12.03.2017 16:15,LaLiga - Round 27
230,,56.0,4,,4,,9,13,8,2,0,3,,1,3,,Real Sociedad,,1,12.03.2017 12:00,LaLiga - Round 27,,44.0,1,,2,,12,10,6,3,1,0,,2,3,,Ath Bilbao,,1,12.03.2017 12:00,LaLiga - Round 27
231,,66.0,1,,4,,6,11,8,1,0,1,,6,1,,Real Sociedad,,2,12.03.2017 12:00,LaLiga - Round 27,,34.0,0,,1,,10,8,3,1,1,2,,1,2,,Ath Bilbao,,5,12.03.2017 12:00,LaLiga - Round 27
232,,51.0,1,,3,,6,11,3,0,0,0,,1,1,,Granada CF,,1,11.03.2017 20:45,LaLiga - Round 27,,49.0,0,,2,,8,6,3,1,0,4,,3,0,,Atl. Madrid,,0,11.03.2017 20:45,LaLiga - Round 27
233,,51.0,3,,1,,8,10,9,5,0,0,1,5,1,,Granada CF,,4,11.03.2017 20:45,LaLiga - Round 27,,49.0,3,,7,,7,7,12,1,1,2,0,3,6,,Atl. Madrid,,3,11.03.2017 20:45,LaLiga - Round 27
234,,50.0,0,,1,,7,7,5,0,0,0,,1,4,,Malaga,,,11.03.2017 18:30,LaLiga - Round 27,,50.0,0,,2,,6,7,1,4,1,1,,0,1,,Alaves,,,11.03.2017 18:30,LaLiga - Round 27
235,,66.0,0,,4,,10,6,10,0,1,0,0,5,5,,Malaga,,2,11.03.2017 18:30,LaLiga - Round 27,,34.0,0,,1,,7,10,3,4,1,0,1,2,1,,Alaves,,3,11.03.2017 18:30,LaLiga - Round 27
236,,62.0,1,,3,,8,12,8,3,1,1,,4,3,,Sevilla,,,11.03.2017 16:15,LaLiga - Round 27,,38.0,0,,0,,12,9,6,2,1,0,,2,4,,Leganes,,,11.03.2017 16:15,LaLiga - Round 27
237,,64.0,2,,1,,12,8,4,0,0,1,,1,1,,Sevilla,,2,11.03.2017 16:15,LaLiga - Round 27,,36.0,1,,1,,8,13,6,1,0,0,,5,0,,Leganes,,3,11.03.2017 16:15,LaLiga - Round 27
238,,59.0,0,,3,,5,9,5,0,0,3,,4,1,,Valencia,,2,11.03.2017 13:00,LaLiga - Round 27,,41.0,2,,2,,8,8,4,1,0,2,,2,0,,Gijon,,1,11.03.2017 13:00,LaLiga - Round 27
239,,59.0,3,,4,,10,11,15,3,1,0,,5,7,,Valencia,,1,11.03.2017 13:00,LaLiga - Round 27,,41.0,1,,7,,12,10,6,6,1,1,,1,4,,Gijon,,4,11.03.2017 13:00,LaLiga - Round 27
240,,32.0,0,,1,,9,2,5,2,2,1,,2,3,,Espanyol,,,10.03.2017 20:45,LaLiga - Round 27,,68.0,0,,3,,2,12,5,1,1,0,,2,3,,Las Palmas,,,10.03.2017 20:45,LaLiga - Round 27
241,,34.0,1,,1,,9,10,7,0,2,0,,3,3,,Espanyol,,2,10.03.2017 20:45,LaLiga - Round 27,,66.0,2,,2,,10,9,7,1,2,1,,3,2,,Las Palmas,,4,10.03.2017 20:45,LaLiga - Round 27
242,,57.0,1,,5,,10,8,6,1,0,0,,4,1,,Dep. La Coruna,,2,08.03.2017 18:45,LaLiga - Round 21,,43.0,0,,2,,7,10,1,1,0,1,,0,1,,Betis,,2,08.03.2017 18:45,LaLiga - Round 21
243,,53.0,2,,1,,12,10,9,1,1,1,,3,4,,Dep. La Coruna,,2,08.03.2017 18:45,LaLiga - Round 21,,47.0,0,,2,,10,13,4,3,1,1,,2,2,,Betis,,5,08.03.2017 18:45,LaLiga - Round 21
244,,43.0,3,,2,,5,9,6,0,0,1,,3,0,,Alaves,,1,06.03.2017 20:45,LaLiga - Round 26,,57.0,0,,1,,9,5,4,0,1,1,,3,1,,Sevilla,,2,06.03.2017 20:45,LaLiga - Round 26
245,,53.0,2,,0,,7,8,12,0,1,1,,6,4,,Alaves,,1,06.03.2017 20:45,LaLiga - Round 26,,47.0,0,,1,,7,8,5,3,0,2,,5,0,,Sevilla,,3,06.03.2017 20:45,LaLiga - Round 26
246,,61.0,2,,6,,5,10,7,1,0,1,,4,1,,Ath Bilbao,,,05.03.2017 20:45,LaLiga - Round 26,,39.0,0,,0,,9,6,3,1,0,1,,2,1,,Malaga,,,05.03.2017 20:45,LaLiga - Round 26
247,,57.0,2,,2,,8,8,8,1,1,0,,4,2,,Ath Bilbao,,3,05.03.2017 20:45,LaLiga - Round 26,,43.0,0,,2,,9,8,5,1,0,1,,4,1,,Malaga,,5,05.03.2017 20:45,LaLiga - Round 26
248,,76.0,1,,2,,5,14,10,0,1,1,,5,4,,Las Palmas,,4,05.03.2017 18:30,LaLiga - Round 26,,24.0,1,,0,,14,6,4,3,2,0,,1,2,,Osasuna,,1,05.03.2017 18:30,LaLiga - Round 26
249,,70.0,1,,3,,2,9,6,2,4,1,,1,4,,Las Palmas,,0,05.03.2017 18:30,LaLiga - Round 26,,30.0,0,,1,,7,3,6,0,0,2,,4,2,,Osasuna,,3,05.03.2017 18:30,LaLiga - Round 26
250,,40.0,2,,2,,8,4,10,0,1,2,,4,4,,Atl. Madrid,,1,05.03.2017 16:15,LaLiga - Round 26,,60.0,1,,0,,2,10,4,3,0,1,,3,0,,Valencia,,1,05.03.2017 16:15,LaLiga - Round 26
251,,46.0,1,,4,,9,6,8,2,2,0,,3,4,,Atl. Madrid,,0,05.03.2017 16:15,LaLiga - Round 26,,54.0,0,,2,,7,9,2,2,0,0,,0,2,,Valencia,,1,05.03.2017 16:15,LaLiga - Round 26
252,,37.0,1,,3,,6,3,4,2,0,3,,2,1,,Gijon,,1,05.03.2017 12:00,LaLiga - Round 26,,63.0,0,,2,,5,7,4,1,1,1,,1,3,,Dep. La Coruna,,1,05.03.2017 12:00,LaLiga - Round 26
253,,63.0,1,,3,,5,9,5,0,0,2,,3,1,,Gijon,,3,05.03.2017 12:00,LaLiga - Round 26,,37.0,1,,2,,8,7,3,1,0,0,,2,0,,Dep. La Coruna,,4,05.03.2017 12:00,LaLiga - Round 26
254,,58.0,3,,6,,8,12,12,0,2,0,,5,4,,Barcelona,,1,04.03.2017 20:45,LaLiga - Round 26,,42.0,1,,0,,11,8,2,2,0,1,,1,0,,Celta Vigo,,2,04.03.2017 20:45,LaLiga - Round 26
255,,70.0,0,,4,,2,5,7,2,3,3,,2,5,,Barcelona,,0,04.03.2017 20:45,LaLiga - Round 26,,30.0,0,,1,,5,5,5,2,0,0,,3,2,,Celta Vigo,,1,04.03.2017 20:45,LaLiga - Round 26
256,,55.0,2,,0,,10,7,6,2,1,2,,0,4,,Villarreal,,1,04.03.2017 18:30,LaLiga - Round 26,,45.0,0,,0,,8,9,4,3,0,2,,2,2,,Espanyol,,1,04.03.2017 18:30,LaLiga - Round 26
257,,47.0,1,,1,,3,11,5,0,1,1,,2,2,,Villarreal,,1,04.03.2017 18:30,LaLiga - Round 26,,53.0,0,,1,,10,5,4,1,0,0,,4,0,,Espanyol,,1,04.03.2017 18:30,LaLiga - Round 26
258,,42.0,2,,2,,8,5,4,3,0,1,,2,0,,Eibar,,1,04.03.2017 16:15,LaLiga - Round 26,,58.0,0,,1,,5,9,8,0,3,1,,2,6,,Real Madrid,,0,04.03.2017 16:15,LaLiga - Round 26
259,,57.0,3,,2,,5,12,8,0,1,1,,3,2,,Eibar,,0,04.03.2017 16:15,LaLiga - Round 26,,43.0,0,,3,,9,4,4,1,1,5,,3,1,,Real Madrid,,2,04.03.2017 16:15,LaLiga - Round 26
260,,60.0,2,,2,,8,9,4,0,0,3,,2,0,,Leganes,,0,04.03.2017 13:00,LaLiga - Round 26,,40.0,0,,3,,8,10,0,0,0,1,,0,0,,Granada CF,,1,04.03.2017 13:00,LaLiga - Round 26
261,,64.0,3,,5,,9,12,12,1,1,2,,5,4,,Leganes,,3,04.03.2017 13:00,LaLiga - Round 26,,36.0,0,,1,,11,11,1,3,0,1,,0,1,,Granada CF,,1,04.03.2017 13:00,LaLiga - Round 26
262,,47.0,0,,6,,4,6,6,1,1,0,,3,3,,Betis,,0,03.03.2017 20:45,LaLiga - Round 26,,53.0,1,,2,,5,4,5,2,2,1,,1,3,,Real Sociedad,,1,03.03.2017 20:45,LaLiga - Round 26
263,,45.0,2,,1,,14,9,6,2,1,0,,2,2,,Betis,,4,03.03.2017 20:45,LaLiga - Round 26,,55.0,0,,4,,10,14,4,1,1,0,,1,3,,Real Sociedad,,1,03.03.2017 20:45,LaLiga - Round 26
264,,49.0,3,,2,,7,6,8,1,1,0,,1,4,,Sevilla,,1,02.03.2017 21:30,LaLiga - Round 25,,51.0,0,,3,,5,11,6,3,0,1,,5,1,,Ath Bilbao,,0,02.03.2017 21:30,LaLiga - Round 25
265,,45.0,3,,4,,9,7,6,3,0,1,,3,0,,Sevilla,,5,02.03.2017 21:30,LaLiga - Round 25,,55.0,2,,6,,5,9,8,0,0,0,,3,3,,Ath Bilbao,,2,02.03.2017 21:30,LaLiga - Round 25
266,,45.0,2,,4,,6,3,9,2,1,0,,5,2,,Dep. La Coruna,,2,02.03.2017 20:45,LaLiga - Round 25,,55.0,2,,2,,3,6,6,1,0,0,,2,2,,Atl. Madrid,,0,02.03.2017 20:45,LaLiga - Round 25
267,,43.0,2,,3,,8,8,4,1,0,0,,2,0,,Dep. La Coruna,,1,02.03.2017 20:45,LaLiga - Round 25,,57.0,1,,0,,7,8,4,0,1,1,,1,2,,Atl. Madrid,,1,02.03.2017 20:45,LaLiga - Round 25
268,,60.0,1,,0,,12,3,6,0,2,0,1,3,2,,Celta Vigo,,3,01.03.2017 21:30,LaLiga - Round 25,,40.0,1,,1,,3,11,3,0,2,0,0,0,2,,Espanyol,,0,01.03.2017 21:30,LaLiga - Round 25
269,,41.0,0,,1,,4,5,2,0,0,1,,0,2,,Celta Vigo,,1,01.03.2017 21:30,LaLiga - Round 25,,59.0,3,,1,,5,5,5,2,0,0,,2,0,,Espanyol,,2,01.03.2017 21:30,LaLiga - Round 25
270,,57.0,1,,2,,8,13,8,1,1,1,,4,3,,Granada CF,,1,01.03.2017 21:30,LaLiga - Round 25,,43.0,0,,0,,11,9,3,2,0,2,,2,1,,Alaves,,3,01.03.2017 21:30,LaLiga - Round 25
271,,31.0,0,,2,,11,6,5,3,1,1,0,2,3,,Granada CF,,5,01.03.2017 21:30,LaLiga - Round 25,,69.0,0,,4,,4,12,8,2,1,2,2,4,4,,Alaves,,4,01.03.2017 21:30,LaLiga - Round 25
272,,45.0,1,,2,,5,7,6,1,1,6,,3,2,,Real Madrid,,1,01.03.2017 21:30,LaLiga - Round 25,,55.0,3,,3,,6,10,9,1,1,1,,4,2,,Las Palmas,,1,01.03.2017 21:30,LaLiga - Round 25
273,,41.0,2,,5,,10,9,14,4,2,2,1,7,5,,Real Madrid,,4,01.03.2017 21:30,LaLiga - Round 25,,59.0,1,,1,,10,12,8,3,2,0,0,1,6,,Las Palmas,,2,01.03.2017 21:30,LaLiga - Round 25
274,,68.0,4,,3,,8,7,12,1,3,2,,4,4,,Barcelona,,1,01.03.2017 19:30,LaLiga - Round 25,,32.0,1,,2,,5,9,4,1,1,2,,1,2,,Gijon,,2,01.03.2017 19:30,LaLiga - Round 25
275,,80.0,4,,7,,6,7,13,0,3,2,,3,6,,Barcelona,,0,01.03.2017 19:30,LaLiga - Round 25,,20.0,0,,1,,7,8,1,3,0,0,,1,0,,Gijon,,1,01.03.2017 19:30,LaLiga - Round 25
276,,42.0,3,,5,,5,6,9,1,0,2,,4,2,,Osasuna,,1,01.03.2017 19:30,LaLiga - Round 25,,58.0,1,,1,,5,6,6,2,2,1,,2,3,,Villarreal,,2,01.03.2017 19:30,LaLiga - Round 25
277,,48.0,4,,3,,5,10,8,1,1,0,,3,1,,Osasuna,,2,01.03.2017 19:30,LaLiga - Round 25,,52.0,0,,1,,8,5,6,0,2,3,,3,3,,Villarreal,,1,01.03.2017 19:30,LaLiga - Round 25
278,,60.0,0,,2,,2,7,7,2,1,2,,4,3,,Malaga,,0,28.02.2017 21:30,LaLiga - Round 25,,40.0,1,,2,,6,4,5,2,0,1,,2,2,,Betis,,1,28.02.2017 21:30,LaLiga - Round 25
279,,62.0,2,,5,,6,11,8,1,0,0,,5,1,,Malaga,,3,28.02.2017 21:30,LaLiga - Round 25,,38.0,3,,3,,10,6,6,1,2,1,,0,3,,Betis,,4,28.02.2017 21:30,LaLiga - Round 25
280,,60.0,4,,4,,3,13,10,0,1,0,,2,4,,Valencia,,0,28.02.2017 21:30,LaLiga - Round 25,,40.0,0,,2,,11,3,1,3,0,2,,1,0,,Leganes,,1,28.02.2017 21:30,LaLiga - Round 25
281,,52.0,3,,3,,9,16,6,0,0,1,0,1,2,,Valencia,,3,28.02.2017 21:30,LaLiga - Round 25,,48.0,1,,1,,15,10,2,2,0,1,1,1,0,,Leganes,,3,28.02.2017 21:30,LaLiga - Round 25
282,,56.0,0,,1,,5,10,5,2,1,1,,1,4,,Real Sociedad,,2,28.02.2017 19:30,LaLiga - Round 25,,44.0,3,,3,,9,6,9,3,1,1,,3,3,,Eibar,,2,28.02.2017 19:30,LaLiga - Round 25
283,,56.0,2,,2,,7,12,9,0,1,0,1,4,3,,Real Sociedad,,3,28.02.2017 19:30,LaLiga - Round 25,,44.0,1,,2,,11,7,4,2,1,1,1,2,1,,Eibar,,4,28.02.2017 19:30,LaLiga - Round 25
284,,55.0,1,,5,,7,5,6,2,0,1,,3,2,,Villarreal,,,26.02.2017 20:45,LaLiga - Round 24,,45.0,3,,1,,3,8,7,2,0,2,,2,2,,Real Madrid,,,26.02.2017 20:45,LaLiga - Round 24
285,,45.0,1,,0,,8,4,5,1,2,0,,2,2,,Villarreal,,4,26.02.2017 20:45,LaLiga - Round 24,,55.0,5,,4,,3,7,18,0,3,1,,9,4,,Real Madrid,,2,26.02.2017 20:45,LaLiga - Round 24
286,,58.0,0,,0,,7,8,6,0,2,0,,3,3,,Ath Bilbao,,,26.02.2017 18:30,LaLiga - Round 24,,42.0,0,,1,,6,7,3,1,1,2,,2,1,,Granada CF,,,26.02.2017 18:30,LaLiga - Round 24
287,,52.0,3,,0,,7,11,8,1,1,2,,1,4,,Ath Bilbao,,1,26.02.2017 18:30,LaLiga - Round 24,,48.0,1,,2,,10,9,4,3,0,1,,2,1,,Granada CF,,5,26.02.2017 18:30,LaLiga - Round 24
288,,40.0,5,,5,,5,6,12,3,0,1,,2,5,,Gijon,,,26.02.2017 18:30,LaLiga - Round 24,,60.0,3,,1,,6,6,8,5,0,2,,2,3,,Celta Vigo,,,26.02.2017 18:30,LaLiga - Round 24
289,,34.0,2,,2,,4,9,8,1,1,2,1,5,1,,Gijon,,2,26.02.2017 18:30,LaLiga - Round 24,,66.0,2,,4,,11,6,8,0,1,1,0,4,2,,Celta Vigo,,4,26.02.2017 18:30,LaLiga - Round 24
290,,40.0,3,,5,,11,7,7,4,0,1,,2,2,,Atl. Madrid,,,26.02.2017 16:15,LaLiga - Round 24,,60.0,0,,2,,7,11,7,2,0,0,,3,4,,Barcelona,,,26.02.2017 16:15,LaLiga - Round 24
291,,34.0,1,,1,,17,7,5,0,1,2,,2,2,,Atl. Madrid,,4,26.02.2017 16:15,LaLiga - Round 24,,66.0,5,,3,,7,15,8,1,2,0,,1,2,,Barcelona,,2,26.02.2017 16:15,LaLiga - Round 24
292,,65.0,2,,2,,5,5,8,1,1,4,0,3,3,,Espanyol,,1,26.02.2017 12:00,LaLiga - Round 24,,35.0,0,,0,,7,9,2,2,0,0,1,1,1,,Osasuna,,2,26.02.2017 12:00,LaLiga - Round 24
293,,71.0,5,,8,,6,4,10,0,2,0,,2,3,,Espanyol,,0,26.02.2017 12:00,LaLiga - Round 24,,29.0,1,,2,,3,6,2,1,0,1,,1,0,,Osasuna,,2,26.02.2017 12:00,LaLiga - Round 24
294,,60.0,1,,2,,6,7,3,0,1,2,,1,1,,Eibar,,,25.02.2017 20:45,LaLiga - Round 24,,40.0,0,,2,,6,8,1,0,0,1,,1,0,,Malaga,,,25.02.2017 20:45,LaLiga - Round 24
295,,58.0,0,,0,,5,12,5,2,2,4,0,2,3,,Eibar,,2,25.02.2017 20:45,LaLiga - Round 24,,42.0,0,,0,,12,8,3,1,0,1,1,1,2,,Malaga,,6,25.02.2017 20:45,LaLiga - Round 24
296,,49.0,1,,1,,11,7,4,3,2,0,,1,2,,Leganes,,,25.02.2017 18:30,LaLiga - Round 24,,51.0,0,,3,,6,11,6,0,0,0,,3,3,,Dep. La Coruna,,,25.02.2017 18:30,LaLiga - Round 24
297,,55.0,0,,1,,7,7,3,0,2,1,0,0,3,,Leganes,,2,25.02.2017 18:30,LaLiga - Round 24,,45.0,1,,4,,7,8,5,1,0,0,1,4,0,,Dep. La Coruna,,5,25.02.2017 18:30,LaLiga - Round 24
298,,49.0,2,,3,,8,8,12,0,1,1,,7,3,,Betis,,1,25.02.2017 16:15,LaLiga - Round 24,,51.0,1,,0,,8,8,2,2,0,0,,1,0,,Sevilla,,2,25.02.2017 16:15,LaLiga - Round 24
299,,39.0,0,,1,,11,10,3,2,0,0,,2,1,,Betis,,2,25.02.2017 16:15,LaLiga - Round 24,,61.0,1,,4,,9,11,11,1,2,1,,6,4,,Sevilla,,1,25.02.2017 16:15,LaLiga - Round 24
300,,45.0,1,,0,,5,4,5,0,0,1,,2,2,,Alaves,,3,25.02.2017 13:00,LaLiga - Round 24,,55.0,0,,0,,5,5,3,2,0,0,,3,0,,Valencia,,1,25.02.2017 13:00,LaLiga - Round 24
301,,43.0,1,,2,,8,13,8,1,2,2,0,4,3,,Alaves,,1,25.02.2017 13:00,LaLiga - Round 24,,57.0,0,,1,,11,10,2,1,1,3,1,0,2,,Valencia,,3,25.02.2017 13:00,LaLiga - Round 24
302,,56.0,5,,4,,10,7,8,1,0,1,,1,2,,Las Palmas,,2,24.02.2017 20:45,LaLiga - Round 24,,44.0,3,,1,,6,11,7,2,0,1,,3,1,,Real Sociedad,,1,24.02.2017 20:45,LaLiga - Round 24
303,,66.0,0,,2,,4,14,9,0,0,3,,5,4,,Las Palmas,,0,24.02.2017 20:45,LaLiga - Round 24,,34.0,0,,0,,13,7,2,4,1,1,,1,1,,Real Sociedad,,1,24.02.2017 20:45,LaLiga - Round 24
304,,29.0,1,,2,,5,8,6,3,2,0,,2,3,,Valencia,,2,22.02.2017 18:45,LaLiga - Round 16,,71.0,2,,6,,8,5,9,1,1,1,,3,4,,Real Madrid,,1,22.02.2017 18:45,LaLiga - Round 16
305,,29.0,0,,1,,7,11,2,1,0,2,,0,2,,Valencia,,3,22.02.2017 18:45,LaLiga - Round 16,,71.0,7,,5,,10,8,13,2,0,4,,5,1,,Real Madrid,,1,22.02.2017 18:45,LaLiga - Round 16
306,,46.0,0,,2,,13,5,6,2,2,4,,2,4,,Malaga,,2,20.02.2017 20:45,LaLiga - Round 23,,54.0,1,,2,,4,17,5,2,1,1,,1,3,,Las Palmas,,0,20.02.2017 20:45,LaLiga - Round 23
307,,30.0,1,,0,,10,14,6,1,0,3,1,3,2,,Malaga,,3,20.02.2017 20:45,LaLiga - Round 23,,70.0,5,,4,,10,13,8,2,0,5,0,2,1,,Las Palmas,,4,20.02.2017 20:45,LaLiga - Round 23
308,,72.0,3,,3,,2,11,8,3,1,0,,2,3,,Barcelona,,,19.02.2017 20:45,LaLiga - Round 23,,28.0,0,,2,,10,2,4,2,0,1,,1,3,,Leganes,,,19.02.2017 20:45,LaLiga - Round 23
309,,72.0,0,,1,,6,7,5,2,1,0,,2,3,,Barcelona,,1,19.02.2017 20:45,LaLiga - Round 23,,28.0,2,,2,,8,6,7,2,1,0,,2,3,,Leganes,,3,19.02.2017 20:45,LaLiga - Round 23
310,,64.0,0,,1,,4,6,6,0,1,5,,4,2,,Celta Vigo,,,19.02.2017 18:30,LaLiga - Round 23,,36.0,1,,2,,7,10,3,1,0,0,,2,0,,Osasuna,,,19.02.2017 18:30,LaLiga - Round 23
311,,56.0,0,,2,,10,11,5,3,0,2,,3,2,,Celta Vigo,,1,19.02.2017 18:30,LaLiga - Round 23,,44.0,0,,3,,11,11,5,0,0,0,,2,3,,Osasuna,,0,19.02.2017 18:30,LaLiga - Round 23
312,,48.0,3,,0,,7,8,9,2,2,2,,2,4,,Valencia,,0,19.02.2017 16:15,LaLiga - Round 23,,52.0,2,,0,,9,9,5,2,0,1,,1,2,,Ath Bilbao,,1,19.02.2017 16:15,LaLiga - Round 23
313,,68.0,0,,3,,10,3,6,3,0,4,,5,1,,Valencia,,,19.02.2017 16:15,LaLiga - Round 23,,32.0,4,,1,,2,12,10,1,0,1,,3,3,,Ath Bilbao,,,19.02.2017 16:15,LaLiga - Round 23
314,,69.0,3,,3,,3,9,8,0,0,3,,5,0,,Real Sociedad,,0,19.02.2017 12:00,LaLiga - Round 23,,31.0,0,,1,,9,5,0,0,0,1,,0,0,,Villarreal,,1,19.02.2017 12:00,LaLiga - Round 23
315,,59.0,4,,4,,5,9,8,2,0,2,,4,0,,Real Sociedad,,2,19.02.2017 12:00,LaLiga - Round 23,,41.0,0,,3,,10,4,7,0,1,0,,4,3,,Villarreal,,3,19.02.2017 12:00,LaLiga - Round 23
316,,59.0,0,,4,,7,6,5,2,1,5,,2,3,,Sevilla,,,18.02.2017 20:45,LaLiga - Round 23,,41.0,1,,2,,4,13,6,2,0,2,,3,2,,Eibar,,,18.02.2017 20:45,LaLiga - Round 23
317,,53.0,1,,1,,5,8,6,1,1,5,,3,2,,Sevilla,,2,18.02.2017 20:45,LaLiga - Round 23,,47.0,1,,0,,7,11,5,1,0,1,,3,1,,Eibar,,3,18.02.2017 20:45,LaLiga - Round 23
318,,58.0,3,,7,,7,6,8,1,0,1,,4,1,,Dep. La Coruna,,1,18.02.2017 18:30,LaLiga - Round 23,,42.0,0,,3,,6,8,3,1,0,1,,2,1,,Alaves,,1,18.02.2017 18:30,LaLiga - Round 23
319,,60.0,2,,3,,6,11,8,2,0,1,,3,3,,Dep. La Coruna,,4,18.02.2017 18:30,LaLiga - Round 23,,40.0,0,,3,,7,6,3,3,1,3,,0,3,,Alaves,,2,18.02.2017 18:30,LaLiga - Round 23
320,,69.0,0,,8,,5,6,3,0,1,2,,2,1,,Real Madrid,,1,18.02.2017 16:15,LaLiga - Round 23,,31.0,0,,1,,4,7,1,0,0,1,,1,0,,Espanyol,,1,18.02.2017 16:15,LaLiga - Round 23
321,,67.0,2,,5,,7,9,9,1,1,2,,5,2,,Real Madrid,,2,18.02.2017 16:15,LaLiga - Round 23,,33.0,0,,1,,9,9,2,1,0,0,,1,1,,Espanyol,,3,18.02.2017 16:15,LaLiga - Round 23
322,,57.0,5,,7,,7,5,7,0,0,0,,2,0,,Gijon,,,18.02.2017 13:00,LaLiga - Round 23,,43.0,1,,3,,3,7,3,0,0,3,,2,0,,Atl. Madrid,,,18.02.2017 13:00,LaLiga - Round 23
323,,53.0,3,,5,,5,10,8,2,1,0,,3,2,,Gijon,,1,18.02.2017 13:00,LaLiga - Round 23,,47.0,1,,0,,7,5,8,1,4,3,,1,6,,Atl. Madrid,,1,18.02.2017 13:00,LaLiga - Round 23
324,,51.0,0,,1,,14,5,5,1,3,1,,0,5,,Granada CF,,1,17.02.2017 20:45,LaLiga - Round 23,,49.0,1,,2,,2,15,3,2,0,2,,1,1,,Betis,,0,17.02.2017 20:45,LaLiga - Round 23
325,,37.0,1,,3,,4,8,5,0,1,4,1,1,3,,Granada CF,,3,17.02.2017 20:45,LaLiga - Round 23,,63.0,1,,5,,7,8,3,2,1,1,1,1,1,,Betis,,1,17.02.2017 20:45,LaLiga - Round 23
326,,56.0,2,,5,,9,9,11,0,2,4,,6,3,,Eibar,,1,13.02.2017 20:45,LaLiga - Round 22,,44.0,5,,2,,8,12,6,1,0,2,,1,0,,Granada CF,,0,13.02.2017 20:45,LaLiga - Round 22
327,,52.0,2,,2,,2,8,14,3,2,0,,6,6,,Eibar,,1,13.02.2017 20:45,LaLiga - Round 22,,48.0,2,,6,,6,2,7,4,0,2,,2,3,,Granada CF,,2,13.02.2017 20:45,LaLiga - Round 22
328,,43.0,1,,0,,4,7,6,2,1,0,,3,2,,Atl. Madrid,,0,12.02.2017 20:45,LaLiga - Round 22,,57.0,2,,2,,7,4,9,1,1,1,,4,3,,Celta Vigo,,1,12.02.2017 20:45,LaLiga - Round 22
329,,47.0,3,,3,,7,6,10,2,2,1,,4,3,,Atl. Madrid,,1,12.02.2017 20:45,LaLiga - Round 22,,53.0,0,,1,,6,8,5,1,1,0,,2,3,,Celta Vigo,,1,12.02.2017 20:45,LaLiga - Round 22
330,,48.0,1,,1,,8,11,8,1,0,0,,3,4,,Las Palmas,,0,12.02.2017 18:30,LaLiga - Round 22,,52.0,3,,4,,10,10,6,4,0,1,,2,1,,Sevilla,,2,12.02.2017 18:30,LaLiga - Round 22
331,,64.0,1,,0,,7,10,7,1,0,2,,3,3,,Las Palmas,,2,12.02.2017 18:30,LaLiga - Round 22,,36.0,1,,0,,6,9,6,3,1,4,,3,2,,Sevilla,,2,12.02.2017 18:30,LaLiga - Round 22
